Date,Disch_cfs,Code
2014-11-02,65,P
2014-11-03,56,P
2014-11-04,55,P
2014-11-05,56,P
2014-11-06,56,P
2014-11-07,56,P
2014-11-08,55,P
2014-11-09,55,P
2014-11-10,59,P
2014-11-11,48,P
2014-11-12,39,P
2014-11-13,30,P
2014-11-14,56,P
2014-11-15,34,P
2014-11-16,23,P
2014-11-17,29,P
2014-11-18,36,P
2014-11-19,45,P
2014-11-20,55,P
2014-11-21,56,P
2014-11-22,58,P
2014-11-23,56,P
2014-11-24,55,P
2014-11-25,60,P
2014-11-26,63,P
2014-11-27,62,P
2014-11-28,60,P
2014-11-29,Ice,P
2014-11-30,Ice,P
2014-12-01,Ice,P
2014-12-02,Ice,P
2014-12-03,Ice,P
2014-12-04,,
2014-12-05,54,P
2014-12-06,53,P
2014-12-07,52,P
2014-12-08,50,P
2014-12-09,50,P
2014-12-10,51,P
2014-12-11,51,P
2014-12-12,,
2014-12-13,,
2014-12-14,Ice,P
2014-12-15,Ice,P
2014-12-16,Ice,P
2014-12-17,Ice,P
2014-12-18,Ice,P
2014-12-19,Ice,P
2014-12-20,Ice,P
2014-12-21,Ice,P
2014-12-22,Ice,P
2014-12-23,,
2014-12-24,Ice,P
2014-12-25,Ice,P
2014-12-26,Ice,P
2014-12-27,Ice,P
2014-12-28,Ice,P
2014-12-29,Ice,P
2014-12-30,Ice,P
2014-12-31,Ice,P
2015-01-01,Ice,P
2015-01-02,Ice,P
2015-01-03,Ice,P
2015-01-04,Ice,P
2015-01-05,Ice,P
2015-01-06,Ice,P
2015-01-07,Ice,P
